comment,case_folding,remove_emoji,cleaning_text,replace_3_or_more,tokenize,word_normalization,stemming,stopwords,Sentiments,Label
"mau heran tapi warga +62 emang gitu. dikasih kemudahan malah ngeluh. sakit baru urus bpjs. begitu sembuh lupain kewajiban. masih inget sm mertua dulu harus berobat dan cuci darah. cuci darah seminggu 2 kali. sekali cuci darah biayanya sekitar 1,5juta. begini perhitungannya 1,5x2x4(minggu) terus lu kali lagi 12 bulan. dan itu bertahan selama 4 tahun. bisa ke hitung ngga tuh? mumet ngga tuh. kalaupun pelayanan jelek yah wajar aja karena lu bayar bukan untuk premium anggap aja asuransi lu bayar paling rendah yah ngga semua fasilitas dapet dong yha. ini baru 3jt udah protes koar koar sana sini. semoga yang protes sehat selalu. GBU","mau heran tapi warga +62 emang gitu. dikasih kemudahan malah ngeluh. sakit baru urus bpjs. begitu sembuh lupain kewajiban. masih inget sm mertua dulu harus berobat dan cuci darah. cuci darah seminggu 2 kali. sekali cuci darah biayanya sekitar 1,5juta. begini perhitungannya 1,5x2x4(minggu) terus lu kali lagi 12 bulan. dan itu bertahan selama 4 tahun. bisa ke hitung ngga tuh? mumet ngga tuh. kalaupun pelayanan jelek yah wajar aja karena lu bayar bukan untuk premium anggap aja asuransi lu bayar paling rendah yah ngga semua fasilitas dapet dong yha. ini baru 3jt udah protes koar koar sana sini. semoga yang protes sehat selalu. gbu","mau heran tapi warga +62 emang gitu. dikasih kemudahan malah ngeluh. sakit baru urus bpjs. begitu sembuh lupain kewajiban. masih inget sm mertua dulu harus berobat dan cuci darah. cuci darah seminggu 2 kali. sekali cuci darah biayanya sekitar 1,5juta. begini perhitungannya 1,5x2x4(minggu) terus lu kali lagi 12 bulan. dan itu bertahan selama 4 tahun. bisa ke hitung ngga tuh? mumet ngga tuh. kalaupun pelayanan jelek yah wajar aja karena lu bayar bukan untuk premium anggap aja asuransi lu bayar paling rendah yah ngga semua fasilitas dapet dong yha. ini baru 3jt udah protes koar koar sana sini. semoga yang protes sehat selalu. gbu",mau heran tapi warga     emang gitu  dikasih kemudahan malah ngeluh  sakit baru urus bpjs  begitu sembuh lupain kewajiban  masih inget sm mertua dulu harus berobat dan cuci darah  cuci darah seminggu   kali  sekali cuci darah biayanya sekitar    juta  begini perhitungannya    x x  minggu  terus lu kali lagi    bulan  dan itu bertahan selama   tahun  bisa ke hitung ngga tuh  mumet ngga tuh  kalaupun pelayanan jelek yah wajar aja karena lu bayar bukan untuk premium anggap aja asuransi lu bayar paling rendah yah ngga semua fasilitas dapet dong yha  ini baru  jt udah protes koar koar sana sini  semoga yang protes sehat selalu  gbu,mau heran tapi warga emang gitu dikasih kemudahan malah ngeluh sakit baru urus bpjs begitu sembuh lupain kewajiban masih inget sm mertua dulu harus berobat dan cuci darah cuci darah semingu kali sekali cuci darah biayanya sekitar juta begini perhitunganya x x mingu terus lu kali lagi bulan dan itu bertahan selama tahun bisa ke hitung nga tuh mumet nga tuh kalaupun pelayanan jelek yah wajar aja karena lu bayar bukan untuk premium angap aja asuransi lu bayar paling rendah yah nga semua fasilitas dapet dong yha ini baru jt udah protes koar koar sana sini semoga yang protes sehat selalu gbu,"['mau', 'heran', 'tapi', 'warga', 'emang', 'gitu', 'dikasih', 'kemudahan', 'malah', 'ngeluh', 'sakit', 'baru', 'urus', 'bpjs', 'begitu', 'sembuh', 'lupain', 'kewajiban', 'masih', 'inget', 'sm', 'mertua', 'dulu', 'harus', 'berobat', 'dan', 'cuci', 'darah', 'cuci', 'darah', 'semingu', 'kali', 'sekali', 'cuci', 'darah', 'biayanya', 'sekitar', 'juta', 'begini', 'perhitunganya', 'x', 'x', 'mingu', 'terus', 'lu', 'kali', 'lagi', 'bulan', 'dan', 'itu', 'bertahan', 'selama', 'tahun', 'bisa', 'ke', 'hitung', 'nga', 'tuh', 'mumet', 'nga', 'tuh', 'kalaupun', 'pelayanan', 'jelek', 'yah', 'wajar', 'aja', 'karena', 'lu', 'bayar', 'bukan', 'untuk', 'premium', 'angap', 'aja', 'asuransi', 'lu', 'bayar', 'paling', 'rendah', 'yah', 'nga', 'semua', 'fasilitas', 'dapet', 'dong', 'yha', 'ini', 'baru', 'jt', 'udah', 'protes', 'koar', 'koar', 'sana', 'sini', 'semoga', 'yang', 'protes', 'sehat', 'selalu', 'gbu']",mau heran tapi warga memang begitu dikasih kemudahan malah ngeluh sakit baru urus bpjs begitu sembuh lupain kewajiban masih ingat sama mertua dulu harus berobat dan cuci darah cuci darah semingu kali sekali cuci darah biayanya sekitar juta begini perhitungannya kali kali minggu terus kamu kali lagi bulan dan itu bertahan selama tahun bisa ke hitung tidak tuh mumet tidak tuh kalaupun pelayanan jelek iya wajar saja karena kamu bayar bukan untuk premium anggap saja asuransi kamu bayar paling rendah iya tidak semua fasilitas dapat dong iya ini baru juta sudah protes teriak teriak sana sini semoga yang protes sehat selalu gbu,mau heran tapi warga memang begitu kasih mudah malah ngeluh sakit baru urus bpjs begitu sembuh lupain wajib masih ingat sama mertua dulu harus obat dan cuci darah cuci darah semingu kali sekali cuci darah biaya sekitar juta begini hitung kali kali minggu terus kamu kali lagi bulan dan itu tahan lama tahun bisa ke hitung tidak tuh mumet tidak tuh kalaupun layan jelek iya wajar saja karena kamu bayar bukan untuk premium anggap saja asuransi kamu bayar paling rendah iya tidak semua fasilitas dapat dong iya ini baru juta sudah protes teriak teriak sana sini moga yang protes sehat selalu gbu,mau heran warga memang kasih mudah malah ngeluh sakit baru urus bpjs sembuh lupain wajib ingat sama mertua dulu obat cuci darah cuci darah semingu kali sekali cuci darah biaya juta begini hitung kali kali minggu terus kamu kali bulan tahan lama tahun hitung tuh mumet tuh kalaupun layan jelek iya wajar kamu bayar bukan premium anggap asuransi kamu bayar paling rendah iya semua fasilitas dong iya baru juta protes teriak teriak sana sini moga protes sehat selalu gbu,-1,negatif
Pengen nya untung.. Malah buntuuung pake bpjs,pengen nya untung.. malah buntuuung pake bpjs,pengen nya untung.. malah buntuuung pake bpjs,pengen nya untung   malah buntuuung pake bpjs,pengen nya untung malah buntung pake bpjs,"['pengen', 'nya', 'untung', 'malah', 'buntung', 'pake', 'bpjs']",ingin nya untung malah buntung pakai bpjs,ingin nya untung malah buntung pakai bpjs,untung malah buntung pakai bpjs,-1,negatif
Harusnya BPJS beresin dulu yang nerima BPJS Penerima Bantuan Iuran padahal gak berhak,harusnya bpjs beresin dulu yang nerima bpjs penerima bantuan iuran padahal gak berhak,harusnya bpjs beresin dulu yang nerima bpjs penerima bantuan iuran padahal gak berhak,harusnya bpjs beresin dulu yang nerima bpjs penerima bantuan iuran padahal gak berhak,harusnya bpjs beresin dulu yang nerima bpjs penerima bantuan iuran padahal gak berhak,"['harusnya', 'bpjs', 'beresin', 'dulu', 'yang', 'nerima', 'bpjs', 'penerima', 'bantuan', 'iuran', 'padahal', 'gak', 'berhak']",harusnya bpjs beresin dulu yang nerima bpjs penerima bantuan iuran padahal tidak berhak,harus bpjs resin dulu yang nerima bpjs terima bantu iur padahal tidak hak,bpjs resin dulu nerima bpjs terima bantu iur padahal hak,-1,negatif
Cara kejam memeras rakyat. Udah jaminan kesehatan disuruh bayar sendiri. Bilang e di jamin negara. Negara mbah mu.,cara kejam memeras rakyat. udah jaminan kesehatan disuruh bayar sendiri. bilang e di jamin negara. negara mbah mu.,cara kejam memeras rakyat. udah jaminan kesehatan disuruh bayar sendiri. bilang e di jamin negara. negara mbah mu.,cara kejam memeras rakyat  udah jaminan kesehatan disuruh bayar sendiri  bilang e di jamin negara  negara mbah mu ,cara kejam memeras rakyat udah jaminan kesehatan disuruh bayar sendiri bilang e di jamin negara negara mbah mu ,"['cara', 'kejam', 'memeras', 'rakyat', 'udah', 'jaminan', 'kesehatan', 'disuruh', 'bayar', 'sendiri', 'bilang', 'e', 'di', 'jamin', 'negara', 'negara', 'mbah', 'mu']",cara kejam memeras rakyat sudah jaminan kesehatan disuruh bayar sendiri bilang e di jamin negara negara mbah mu,cara kejam peras rakyat sudah jamin sehat suruh bayar sendiri bilang e di jamin negara negara mbah mu,cara kejam peras rakyat jamin sehat suruh bayar sendiri bilang e jamin negara negara mbah mu,-1,negatif
😂😂😂😂😂😂 bukaan urusiii rakyat neee yg megap2 kekurangan bahkan gak makan eeeeyyyy malah BePjrSs siing diuruuss???.. sejahterakan n kasih kemudahan rakyat utk kerja n usaha baruuu deeh,ðððððð bukaan urusiii rakyat neee yg megap2 kekurangan bahkan gak makan eeeeyyyy malah bepjrss siing diuruuss???.. sejahterakan n kasih kemudahan rakyat utk kerja n usaha baruuu deeh, bukaan urusiii rakyat neee yg megap2 kekurangan bahkan gak makan eeeeyyyy malah bepjrss siing diuruuss???.. sejahterakan n kasih kemudahan rakyat utk kerja n usaha baruuu deeh, bukaan urusiii rakyat neee yg megap  kekurangan bahkan gak makan eeeeyyyy malah bepjrss siing diuruuss      sejahterakan n kasih kemudahan rakyat utk kerja n usaha baruuu deeh, bukan urusi rakyat ne yg megap kekurangan bahkan gak makan ey malah bepjrs sing diurus sejahterakan n kasih kemudahan rakyat utk kerja n usaha baru deh,"['bukan', 'urusi', 'rakyat', 'ne', 'yg', 'megap', 'kekurangan', 'bahkan', 'gak', 'makan', 'ey', 'malah', 'bepjrs', 'sing', 'diurus', 'sejahterakan', 'n', 'kasih', 'kemudahan', 'rakyat', 'utk', 'kerja', 'n', 'usaha', 'baru', 'deh']",bukan urusi rakyat ne yang megap kekurangan bahkan tidak makan ey malah bepjrs sing diurus sejahterakan dan kasih kemudahan rakyat untuk kerja dan usaha baru deh,bukan urus rakyat ne yang megap kurang bahkan tidak makan ey malah bepjrs sing urus sejahtera dan kasih mudah rakyat untuk kerja dan usaha baru deh,bukan urus rakyat ne megap kurang bahkan makan ey malah bepjrs sing urus sejahtera kasih mudah rakyat kerja usaha baru deh,-1,negatif
"Pake bpjs digalakin ,padahal orang yg udah umurnya tinggal itungan hari.paling enak berobat di singapore orang kesehatan disana ga ada yg galak kaya bpjs di indo wkwkkwkw","pake bpjs digalakin ,padahal orang yg udah umurnya tinggal itungan hari.paling enak berobat di singapore orang kesehatan disana ga ada yg galak kaya bpjs di indo wkwkkwkw","pake bpjs digalakin ,padahal orang yg udah umurnya tinggal itungan hari.paling enak berobat di singapore orang kesehatan disana ga ada yg galak kaya bpjs di indo wkwkkwkw",pake bpjs digalakin  padahal orang yg udah umurnya tinggal itungan hari paling enak berobat di singapore orang kesehatan disana ga ada yg galak kaya bpjs di indo wkwkkwkw,pake bpjs digalakin padahal orang yg udah umurnya tingal itungan hari paling enak berobat di singapore orang kesehatan disana ga ada yg galak kaya bpjs di indo wkwkwkw,"['pake', 'bpjs', 'digalakin', 'padahal', 'orang', 'yg', 'udah', 'umurnya', 'tingal', 'itungan', 'hari', 'paling', 'enak', 'berobat', 'di', 'singapore', 'orang', 'kesehatan', 'disana', 'ga', 'ada', 'yg', 'galak', 'kaya', 'bpjs', 'di', 'indo', 'wkwkwkw']",pakai bpjs digalakin padahal orang yang sudah umurnya tinggal itungan hari paling enak berobat di singapore orang kesehatan disana tidak ada yang galak kaya bpjs di indonesia wkwkwkw,pakai bpjs digalakin padahal orang yang sudah umur tinggal itungan hari paling enak obat di singapore orang sehat sana tidak ada yang galak kaya bpjs di indonesia wkwkwkw,pakai bpjs digalakin padahal orang umur tinggal itungan hari paling enak obat singapore orang sehat sana galak kaya bpjs indonesia wkwkwkw,-1,negatif
"Dulu suami prnh denda 10 juta, dan 5 juta krna tiap bulan telat bbrpa hari bayar, dikira boleh telat dikit, trnyata dendanya dihitung wlpun lwat 1 hari menyebalkan","dulu suami prnh denda 10 juta, dan 5 juta krna tiap bulan telat bbrpa hari bayar, dikira boleh telat dikit, trnyata dendanya dihitung wlpun lwat 1 hari menyebalkan","dulu suami prnh denda 10 juta, dan 5 juta krna tiap bulan telat bbrpa hari bayar, dikira boleh telat dikit, trnyata dendanya dihitung wlpun lwat 1 hari menyebalkan",dulu suami prnh denda    juta  dan   juta krna tiap bulan telat bbrpa hari bayar  dikira boleh telat dikit  trnyata dendanya dihitung wlpun lwat   hari menyebalkan,dulu suami prnh denda juta dan juta krna tiap bulan telat brpa hari bayar dikira boleh telat dikit trnyata dendanya dihitung wlpun lwat hari menyebalkan,"['dulu', 'suami', 'prnh', 'denda', 'juta', 'dan', 'juta', 'krna', 'tiap', 'bulan', 'telat', 'brpa', 'hari', 'bayar', 'dikira', 'boleh', 'telat', 'dikit', 'trnyata', 'dendanya', 'dihitung', 'wlpun', 'lwat', 'hari', 'menyebalkan']",dulu suami pernah denda juta dan juta karena tiap bulan telat berapa hari bayar dikira boleh telat dikit ternyata dendanya dihitung wlpun lewat hari menyebalkan,dulu suami pernah denda juta dan juta karena tiap bulan telat berapa hari bayar kira boleh telat dikit nyata denda hitung wlpun lewat hari sebal,dulu suami pernah denda juta juta tiap bulan telat berapa hari bayar kira telat dikit nyata denda hitung wlpun lewat hari sebal,-1,negatif
"Ini sih nyata, pernah diceritain dosen juga, kasian dan miris yang pakai bpjs","ini sih nyata, pernah diceritain dosen juga, kasian dan miris yang pakai bpjs","ini sih nyata, pernah diceritain dosen juga, kasian dan miris yang pakai bpjs",ini sih nyata  pernah diceritain dosen juga  kasian dan miris yang pakai bpjs,ini sih nyata pernah diceritain dosen juga kasian dan miris yang pakai bpjs,"['ini', 'sih', 'nyata', 'pernah', 'diceritain', 'dosen', 'juga', 'kasian', 'dan', 'miris', 'yang', 'pakai', 'bpjs']",ini sih nyata pernah diceritain dosen juga kasihan dan miris yang pakai bpjs,ini sih nyata pernah diceritain dosen juga kasihan dan miris yang pakai bpjs,sih nyata pernah diceritain dosen kasihan miris pakai bpjs,-1,negatif
Semoga bpjs bisa lebih transparan ke customer dan provider kesehatan mengenai aliram dananya... hehe,semoga bpjs bisa lebih transparan ke customer dan provider kesehatan mengenai aliram dananya... hehe,semoga bpjs bisa lebih transparan ke customer dan provider kesehatan mengenai aliram dananya... hehe,semoga bpjs bisa lebih transparan ke customer dan provider kesehatan mengenai aliram dananya    hehe,semoga bpjs bisa lebih transparan ke customer dan provider kesehatan mengenai aliram dananya hehe,"['semoga', 'bpjs', 'bisa', 'lebih', 'transparan', 'ke', 'customer', 'dan', 'provider', 'kesehatan', 'mengenai', 'aliram', 'dananya', 'hehe']",semoga bpjs bisa lebih transparan ke pelangan dan provider kesehatan mengenai aliran dananya hehe,moga bpjs bisa lebih transparan ke lang dan provider sehat kena alir dana hehe,moga bpjs lebih transparan lang provider sehat kena alir dana hehe,-1,negatif
"takut dikorupsi dan juga udh ikut asuransi kesehatan, sayang kalau ikut bpjs juga","takut dikorupsi dan juga udh ikut asuransi kesehatan, sayang kalau ikut bpjs juga","takut dikorupsi dan juga udh ikut asuransi kesehatan, sayang kalau ikut bpjs juga",takut dikorupsi dan juga udh ikut asuransi kesehatan  sayang kalau ikut bpjs juga,takut dikorupsi dan juga udh ikut asuransi kesehatan sayang kalau ikut bpjs juga,"['takut', 'dikorupsi', 'dan', 'juga', 'udh', 'ikut', 'asuransi', 'kesehatan', 'sayang', 'kalau', 'ikut', 'bpjs', 'juga']",takut dikorupsi dan juga sudah ikut asuransi kesehatan sayang kalau ikut bpjs juga,takut korupsi dan juga sudah ikut asuransi sehat sayang kalau ikut bpjs juga,takut korupsi ikut asuransi sehat sayang kalau ikut bpjs,-1,negatif
"Buset kejam amat nih rezim @jokowi apa gak tau banyak orang kena phk apa nih,, makansaja susah apalagi harus bayar bpjs yg makin mahal","buset kejam amat nih rezim @jokowi apa gak tau banyak orang kena phk apa nih,, makansaja susah apalagi harus bayar bpjs yg makin mahal","buset kejam amat nih rezim @jokowi apa gak tau banyak orang kena phk apa nih,, makansaja susah apalagi harus bayar bpjs yg makin mahal",buset kejam amat nih rezim   apa gak tau banyak orang kena phk apa nih   makansaja susah apalagi harus bayar bpjs yg makin mahal,buset kejam amat nih rezim apa gak tau banyak orang kena phk apa nih makansaja susah apalagi harus bayar bpjs yg makin mahal,"['buset', 'kejam', 'amat', 'nih', 'rezim', 'apa', 'gak', 'tau', 'banyak', 'orang', 'kena', 'phk', 'apa', 'nih', 'makansaja', 'susah', 'apalagi', 'harus', 'bayar', 'bpjs', 'yg', 'makin', 'mahal']",buset kejam sangat ini rezim apa tidak tahu banyak orang kena phk apa ini makansaja susah apalagi harus bayar bpjs yang makin mahal,buset kejam sangat ini rezim apa tidak tahu banyak orang kena phk apa ini makansaja susah apalagi harus bayar bpjs yang makin mahal,buset kejam sangat rezim apa tahu banyak orang kena phk apa makansaja susah bayar bpjs makin mahal,-1,negatif
"Pernah kena lebih dari satu juta. Yg biasa pakai bpjs kakek nenek aku. Mereka memang sering sakit2an karena faktor usia. Kami selalu bayar bpjs. Cuma nunggak sebulan doang kalau tdk salah. Pas mau dipakai untuk rawat inap dirumah sakit, kena denda bpjs 1,3jt lebih seingatku.","pernah kena lebih dari satu juta. yg biasa pakai bpjs kakek nenek aku. mereka memang sering sakit2an karena faktor usia. kami selalu bayar bpjs. cuma nunggak sebulan doang kalau tdk salah. pas mau dipakai untuk rawat inap dirumah sakit, kena denda bpjs 1,3jt lebih seingatku.","pernah kena lebih dari satu juta. yg biasa pakai bpjs kakek nenek aku. mereka memang sering sakit2an karena faktor usia. kami selalu bayar bpjs. cuma nunggak sebulan doang kalau tdk salah. pas mau dipakai untuk rawat inap dirumah sakit, kena denda bpjs 1,3jt lebih seingatku.",pernah kena lebih dari satu juta  yg biasa pakai bpjs kakek nenek aku  mereka memang sering sakit an karena faktor usia  kami selalu bayar bpjs  cuma nunggak sebulan doang kalau tdk salah  pas mau dipakai untuk rawat inap dirumah sakit  kena denda bpjs    jt lebih seingatku ,pernah kena lebih dari satu juta yg biasa pakai bpjs kakek nenek aku mereka memang sering sakit an karena faktor usia kami selalu bayar bpjs cuma nungak sebulan doang kalau tdk salah pas mau dipakai untuk rawat inap dirumah sakit kena denda bpjs jt lebih seingatku ,"['pernah', 'kena', 'lebih', 'dari', 'satu', 'juta', 'yg', 'biasa', 'pakai', 'bpjs', 'kakek', 'nenek', 'aku', 'mereka', 'memang', 'sering', 'sakit', 'an', 'karena', 'faktor', 'usia', 'kami', 'selalu', 'bayar', 'bpjs', 'cuma', 'nungak', 'sebulan', 'doang', 'kalau', 'tdk', 'salah', 'pas', 'mau', 'dipakai', 'untuk', 'rawat', 'inap', 'dirumah', 'sakit', 'kena', 'denda', 'bpjs', 'jt', 'lebih', 'seingatku']",pernah kena lebih dari satu juta yang biasa pakai bpjs kakek nenek aku mereka memang sering sakit an karena faktor usia kami selalu bayar bpjs hanya nunggak sebulan saja kalau tidak salah pas mau dipakai untuk rawat inap dirumah sakit kena denda bpjs juta lebih seingatku,pernah kena lebih dari satu juta yang biasa pakai bpjs kakek nenek aku mereka memang sering sakit an karena faktor usia kami selalu bayar bpjs hanya nunggak bulan saja kalau tidak salah pas mau pakai untuk rawat inap rumah sakit kena denda bpjs juta lebih ingat,pernah kena lebih satu juta biasa pakai bpjs kakek nenek aku memang sering sakit faktor usia selalu bayar bpjs nunggak bulan kalau salah mau pakai rawat inap rumah sakit kena denda bpjs juta lebih ingat,-1,negatif
Pemerasan secara halus gak sih niih bpjs..?,pemerasan secara halus gak sih niih bpjs..?,pemerasan secara halus gak sih niih bpjs..?,pemerasan secara halus gak sih niih bpjs   ,pemerasan secara halus gak sih nih bpjs ,"['pemerasan', 'secara', 'halus', 'gak', 'sih', 'nih', 'bpjs']",pemerasan secara halus tidak sih ini bpjs,peras cara halus tidak sih ini bpjs,peras cara halus sih bpjs,-1,negatif
"Andai pelayanannya tidak berbelit pas hampir semua orang indonesia bakal pakai dan rajin bayar iuran , karna pengalaman nenek saya sendiri saat dalam kondisi fatal pun masih sempat sempatnya rumah sakit nanya ""pake bpjs atau umum"" saat di bilang pake bpjs saat itu juga pihak rs bilang ga ada kamar 😢, mungkin rs juga mikir kalo pake bpjs mereka mau rembusnya susah ke pemerintah , tapi entah lah bagaimana skemanya dilapangan","andai pelayanannya tidak berbelit pas hampir semua orang indonesia bakal pakai dan rajin bayar iuran , karna pengalaman nenek saya sendiri saat dalam kondisi fatal pun masih sempat sempatnya rumah sakit nanya ""pake bpjs atau umum"" saat di bilang pake bpjs saat itu juga pihak rs bilang ga ada kamar ð¢, mungkin rs juga mikir kalo pake bpjs mereka mau rembusnya susah ke pemerintah , tapi entah lah bagaimana skemanya dilapangan","andai pelayanannya tidak berbelit pas hampir semua orang indonesia bakal pakai dan rajin bayar iuran , karna pengalaman nenek saya sendiri saat dalam kondisi fatal pun masih sempat sempatnya rumah sakit nanya ""pake bpjs atau umum"" saat di bilang pake bpjs saat itu juga pihak rs bilang ga ada kamar , mungkin rs juga mikir kalo pake bpjs mereka mau rembusnya susah ke pemerintah , tapi entah lah bagaimana skemanya dilapangan",andai pelayanannya tidak berbelit pas hampir semua orang indonesia bakal pakai dan rajin bayar iuran   karna pengalaman nenek saya sendiri saat dalam kondisi fatal pun masih sempat sempatnya rumah sakit nanya  pake bpjs atau umum  saat di bilang pake bpjs saat itu juga pihak rs bilang ga ada kamar   mungkin rs juga mikir kalo pake bpjs mereka mau rembusnya susah ke pemerintah   tapi entah lah bagaimana skemanya dilapangan,andai pelayananya tidak berbelit pas hampir semua orang indonesia bakal pakai dan rajin bayar iuran karna pengalaman nenek saya sendiri sat dalam kondisi fatal pun masih sempat sempatnya rumah sakit nanya pake bpjs atau umum sat di bilang pake bpjs sat itu juga pihak rs bilang ga ada kamar mungkin rs juga mikir kalo pake bpjs mereka mau rembusnya susah ke pemerintah tapi entah lah bagaimana skemanya dilapangan,"['andai', 'pelayananya', 'tidak', 'berbelit', 'pas', 'hampir', 'semua', 'orang', 'indonesia', 'bakal', 'pakai', 'dan', 'rajin', 'bayar', 'iuran', 'karna', 'pengalaman', 'nenek', 'saya', 'sendiri', 'sat', 'dalam', 'kondisi', 'fatal', 'pun', 'masih', 'sempat', 'sempatnya', 'rumah', 'sakit', 'nanya', 'pake', 'bpjs', 'atau', 'umum', 'sat', 'di', 'bilang', 'pake', 'bpjs', 'sat', 'itu', 'juga', 'pihak', 'rs', 'bilang', 'ga', 'ada', 'kamar', 'mungkin', 'rs', 'juga', 'mikir', 'kalo', 'pake', 'bpjs', 'mereka', 'mau', 'rembusnya', 'susah', 'ke', 'pemerintah', 'tapi', 'entah', 'lah', 'bagaimana', 'skemanya', 'dilapangan']",andai pelayananya tidak berbelit pas hampir semua orang indonesia bakal pakai dan rajin bayar iuran karena pengalaman nenek saya sendiri saat dalam kondisi fatal pun masih sempat sempatnya rumah sakit nanya pakai bpjs atau umum saat di bilang pakai bpjs saat itu juga pihak rumah sakit bilang tidak ada kamar mungkin rumah sakit juga mikir kalau pakai bpjs mereka mau rembusnya susah ke pemerintah tapi entah lah bagaimana skemanya dilapangan,andai pelayananya tidak belit pas hampir semua orang indonesia bakal pakai dan rajin bayar iur karena alam nenek saya sendiri saat dalam kondisi fatal pun masih sempat sempat rumah sakit nanya pakai bpjs atau umum saat di bilang pakai bpjs saat itu juga pihak rumah sakit bilang tidak ada kamar mungkin rumah sakit juga mikir kalau pakai bpjs mereka mau rembusnya susah ke perintah tapi entah lah bagaimana skema lapang,andai pelayananya belit hampir semua orang indonesia bakal pakai rajin bayar iur alam nenek sendiri kondisi fatal sempat sempat rumah sakit nanya pakai bpjs umum bilang pakai bpjs pihak rumah sakit bilang kamar mungkin rumah sakit mikir kalau pakai bpjs mau rembusnya susah perintah entah lah bagaimana skema lapang,-1,negatif
